-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1989 through 12/31/2019 
Location: Latitude  36.7286   Longitude 68.8681 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 575.09 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,T2M_MAX,T2M_MIN,T2M
36.72861,68.86811,1989,06,15,    0.00,   36.80,   20.07,   28.86
36.72861,68.86811,1989,06,16,    0.00,   36.74,   19.54,   29.08
36.72861,68.86811,1989,06,17,    0.00,   37.79,   19.21,   29.51
36.72861,68.86811,1989,06,18,    0.00,   37.79,   20.77,   29.78
36.72861,68.86811,1989,06,19,    0.01,   35.69,   21.31,   28.61
36.72861,68.86811,1989,06,20,    0.01,   35.08,   18.73,   27.55
36.72861,68.86811,1989,06,21,    0.00,   35.46,   18.71,   27.79
36.72861,68.86811,1989,06,22,    0.00,   37.05,   19.31,   29.07
36.72861,68.86811,1989,06,23,    0.00,   38.21,   21.57,   30.73
36.72861,68.86811,1989,06,24,    0.00,   39.48,   21.87,   31.55
36.72861,68.86811,1989,06,25,    0.00,   41.21,   22.23,   32.42
36.72861,68.86811,1989,06,26,    0.00,   41.38,   23.43,   33.14
36.72861,68.86811,1989,06,27,    0.00,   40.55,   23.65,   32.46
36.72861,68.86811,1989,06,28,    0.00,   40.29,   24.00,   32.50
36.72861,68.86811,1989,06,29,    0.00,   39.31,   23.48,   31.86
36.72861,68.86811,1989,06,30,    0.00,   39.42,   23.60,   31.97
36.72861,68.86811,1989,07,01,    0.01,   38.29,   23.19,   31.21
36.72861,68.86811,1989,07,02,    0.02,   38.35,   22.52,   31.11
36.72861,68.86811,1989,07,03,    0.01,   37.93,   22.25,   30.65
36.72861,68.86811,1989,07,04,    0.03,   37.85,   21.81,   30.31
36.72861,68.86811,1989,07,05,    0.01,   38.59,   21.47,   30.81
36.72861,68.86811,1989,07,06,    0.20,   39.95,   22.16,   31.81
36.72861,68.86811,1989,07,07,    0.04,   41.08,   24.48,   33.54
36.72861,68.86811,1989,07,08,    0.00,   42.06,   26.41,   34.78
36.72861,68.86811,1989,07,09,    0.00,   43.62,   24.02,   34.86
36.72861,68.86811,1989,07,10,    0.00,   43.80,   27.93,   36.21
36.72861,68.86811,1989,07,11,    0.00,   43.49,   26.88,   35.89
36.72861,68.86811,1989,07,12,    0.00,   42.51,   25.91,   34.63
36.72861,68.86811,1989,07,13,    0.00,   37.83,   26.16,   31.57
36.72861,68.86811,1989,07,14,    0.00,   38.09,   22.42,   30.76
36.72861,68.86811,1989,07,15,    0.01,   38.46,   22.36,   31.46
36.72861,68.86811,1989,07,16,    0.09,   39.30,   24.51,   32.27
36.72861,68.86811,1989,07,17,    0.02,   39.86,   24.56,   32.84
36.72861,68.86811,1989,07,18,    0.05,   40.53,   25.98,   33.46
36.72861,68.86811,1989,07,19,    0.24,   39.37,   24.70,   32.31
36.72861,68.86811,1989,07,20,    0.00,   39.36,   24.19,   32.13
36.72861,68.86811,1989,07,21,    0.00,   39.48,   24.19,   32.15
36.72861,68.86811,1989,07,22,    0.01,   40.39,   24.01,   32.70
36.72861,68.86811,1989,07,23,    0.00,   38.28,   23.37,   31.25
36.72861,68.86811,1989,07,24,    0.00,   38.58,   22.69,   31.13
36.72861,68.86811,1989,07,25,    0.12,   33.34,   24.48,   28.43
36.72861,68.86811,1989,07,26,    0.00,   38.28,   22.92,   30.65
36.72861,68.86811,1989,07,27,    0.00,   39.24,   24.29,   32.35
36.72861,68.86811,1989,07,28,    0.00,   40.21,   25.40,   33.22
36.72861,68.86811,1989,07,29,    0.00,   40.78,   25.36,   33.55
36.72861,68.86811,1989,07,30,    0.00,   38.76,   26.05,   32.06
36.72861,68.86811,1989,07,31,    0.02,   36.83,   23.47,   30.44
36.72861,68.86811,1989,08,01,    0.00,   38.29,   22.64,   30.72
36.72861,68.86811,1989,08,02,    0.00,   39.53,   23.95,   32.32
36.72861,68.86811,1989,08,03,    0.00,   40.48,   25.06,   32.84
36.72861,68.86811,1989,08,04,    0.00,   39.94,   24.73,   31.97
36.72861,68.86811,1989,08,05,    0.00,   39.11,   22.51,   31.24
36.72861,68.86811,1989,08,06,    0.00,   39.83,   22.57,   31.61
36.72861,68.86811,1989,08,07,    0.00,   39.94,   23.14,   31.79
36.72861,68.86811,1989,08,08,    0.00,   40.31,   22.32,   31.71
36.72861,68.86811,1989,08,09,    0.00,   40.81,   22.35,   32.28
36.72861,68.86811,1989,08,10,    0.02,   40.66,   24.16,   32.74
36.72861,68.86811,1989,08,11,    0.00,   40.94,   24.80,   33.59
36.72861,68.86811,1989,08,12,    0.00,   42.22,   24.93,   34.01
36.72861,68.86811,1989,08,13,    0.00,   40.38,   24.35,   32.45
36.72861,68.86811,1989,08,14,    0.00,   38.91,   23.15,   31.18
36.72861,68.86811,1989,08,15,    0.00,   37.58,   22.36,   30.36
36.72861,68.86811,1989,08,16,    0.00,   38.66,   21.96,   30.64
36.72861,68.86811,1989,08,17,    0.00,   38.98,   22.93,   31.24
36.72861,68.86811,1989,08,18,    0.00,   39.79,   22.27,   31.37
36.72861,68.86811,1989,08,19,    0.00,   36.44,   22.27,   29.20
36.72861,68.86811,1989,08,20,    0.00,   33.99,   21.71,   27.64
36.72861,68.86811,1989,08,21,    0.00,   34.90,   20.41,   27.91
36.72861,68.86811,1989,08,22,    0.00,   36.20,   22.09,   29.11
36.72861,68.86811,1989,08,23,    0.00,   36.84,   21.62,   29.30
36.72861,68.86811,1989,08,24,    0.00,   37.01,   21.74,   29.72
36.72861,68.86811,1989,08,25,    0.00,   37.94,   22.86,   29.97
36.72861,68.86811,1989,08,26,    0.00,   36.97,   21.89,   29.45
36.72861,68.86811,1989,08,27,    0.02,   35.09,   22.12,   28.26
36.72861,68.86811,1989,08,28,    0.00,   34.00,   20.33,   27.23
36.72861,68.86811,1989,08,29,    0.01,   34.42,   19.38,   27.16
36.72861,68.86811,1989,08,30,    0.00,   35.50,   19.33,   27.79
36.72861,68.86811,1989,08,31,    0.00,   34.57,   19.46,   27.07
36.72861,68.86811,1989,09,01,    0.00,   35.24,   19.23,   27.56
36.72861,68.86811,1989,09,02,    0.00,   37.28,   19.51,   28.66
36.72861,68.86811,1989,09,03,    0.00,   37.64,   20.67,   28.90
36.72861,68.86811,1989,09,04,    0.00,   33.81,   19.37,   26.03
36.72861,68.86811,1989,09,05,    0.00,   31.02,   19.28,   24.22
36.72861,68.86811,1989,09,06,    0.00,   30.57,   15.15,   23.09
36.72861,68.86811,1989,09,07,    0.00,   32.27,   15.91,   24.39
36.72861,68.86811,1989,09,08,    0.00,   33.67,   17.32,   25.38
36.72861,68.86811,1989,09,09,    0.00,   34.02,   17.92,   25.71
36.72861,68.86811,1989,09,10,    0.00,   35.57,   18.25,   26.56
36.72861,68.86811,1989,09,11,    0.00,   35.37,   18.72,   26.75
36.72861,68.86811,1989,09,12,    0.00,   35.50,   18.41,   26.74
36.72861,68.86811,1989,09,13,    0.00,   35.82,   19.60,   27.74
36.72861,68.86811,1989,09,14,    0.00,   39.18,   20.15,   29.45
36.72861,68.86811,1989,09,15,    0.00,   40.12,   21.59,   30.48
36.72861,68.86811,1989,09,16,    0.00,   35.35,   22.36,   27.75
36.72861,68.86811,1989,09,17,    0.00,   33.66,   21.73,   26.85
36.72861,68.86811,1989,09,18,    0.00,   35.80,   19.49,   27.33
36.72861,68.86811,1989,09,19,    0.00,   36.41,   20.91,   28.33
36.72861,68.86811,1989,09,20,    0.07,   27.26,   18.02,   22.27
36.72861,68.86811,1989,09,21,    0.03,   26.23,   16.34,   20.76
36.72861,68.86811,1989,09,22,    1.58,   22.37,   14.28,   18.57
36.72861,68.86811,1989,09,23,    0.50,   22.92,   11.65,   16.89
36.72861,68.86811,1989,09,24,    0.02,   24.32,    9.94,   17.45
36.72861,68.86811,1989,09,25,    0.00,   27.27,   11.09,   19.31
36.72861,68.86811,1989,09,26,    0.00,   29.46,   14.19,   21.43
36.72861,68.86811,1989,09,27,    0.00,   31.21,   16.05,   22.76
36.72861,68.86811,1989,09,28,    0.00,   32.00,   15.32,   23.51
36.72861,68.86811,1989,09,29,    0.00,   32.30,   16.40,   23.62
36.72861,68.86811,1989,09,30,    0.00,   29.31,   17.00,   22.56
36.72861,68.86811,1989,10,01,    0.00,   30.52,   15.72,   22.81
36.72861,68.86811,1989,10,02,    0.00,   33.06,   15.50,   24.02
36.72861,68.86811,1989,10,03,    0.00,   34.60,   18.35,   25.96
36.72861,68.86811,1989,10,04,    0.00,   32.84,   17.95,   24.88
36.72861,68.86811,1989,10,05,    0.00,   32.11,   17.15,   23.98
36.72861,68.86811,1989,10,06,    0.00,   32.21,   17.16,   24.34
36.72861,68.86811,1989,10,07,    0.00,   32.77,   17.05,   24.45
36.72861,68.86811,1989,10,08,    0.00,   33.43,   17.47,   24.63
36.72861,68.86811,1989,10,09,    0.00,   32.59,   17.95,   24.65
36.72861,68.86811,1989,10,10,    0.00,   28.99,   17.65,   22.87
36.72861,68.86811,1989,10,11,    0.48,   21.81,   13.91,   17.79
36.72861,68.86811,1989,10,12,    0.17,   23.29,   11.54,   16.95
36.72861,68.86811,1989,10,13,    0.02,   24.78,   10.95,   17.39
36.72861,68.86811,1989,10,14,    0.00,   24.13,   10.26,   17.16
36.72861,68.86811,1989,10,15,    0.00,   24.26,   11.02,   17.22
36.72861,68.86811,1989,10,16,    0.01,   25.21,   10.59,   17.68
36.72861,68.86811,1989,10,17,    0.00,   26.97,   11.04,   18.57
36.72861,68.86811,1989,10,18,    0.00,   28.46,   13.70,   20.51
36.72861,68.86811,1989,10,19,    0.00,   27.89,   15.26,   20.50
36.72861,68.86811,1989,10,20,    0.00,   29.87,   12.06,   20.53
36.72861,68.86811,1989,10,21,    0.00,   27.27,   15.56,   19.85
36.72861,68.86811,1989,10,22,    0.00,   25.50,   13.84,   18.39
36.72861,68.86811,1989,10,23,    0.11,   22.75,   12.85,   16.76
36.72861,68.86811,1989,10,24,    0.09,   15.70,    8.88,   11.69
36.72861,68.86811,1989,10,25,    0.17,   19.04,    7.35,   12.64
36.72861,68.86811,1989,10,26,    0.00,   23.49,    8.24,   14.85
36.72861,68.86811,1989,10,27,    0.00,   20.98,   10.68,   14.96
36.72861,68.86811,1989,10,28,    0.00,   22.73,    8.92,   15.37
36.72861,68.86811,1989,10,29,    0.21,   20.91,   10.81,   15.19
36.72861,68.86811,1989,10,30,    0.55,   22.12,   11.80,   16.25
36.72861,68.86811,1989,10,31,    0.19,   26.21,   12.24,   18.18
36.72861,68.86811,1989,11,01,    7.66,   14.75,    4.95,    9.61
