-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1989 through 12/31/2019 
Location: Latitude  34.5553   Longitude 69.2075 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 2381.9 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,T2M_MAX,T2M_MIN,T2M
34.55531,69.20751,1989,09,19,    0.00,   27.51,    9.29,   17.75
34.55531,69.20751,1989,09,20,    0.21,   26.32,    9.16,   16.85
34.55531,69.20751,1989,09,21,    5.97,   24.79,    8.19,   15.76
34.55531,69.20751,1989,09,22,    1.29,   21.57,    6.54,   13.33
34.55531,69.20751,1989,09,23,    6.14,   13.93,    2.00,    7.22
34.55531,69.20751,1989,09,24,    0.07,   17.05,   -0.14,    7.10
34.55531,69.20751,1989,09,25,    0.54,   22.53,    1.40,   11.97
34.55531,69.20751,1989,09,26,    0.00,   22.95,    5.18,   13.53
34.55531,69.20751,1989,09,27,    0.00,   23.14,    5.10,   13.29
34.55531,69.20751,1989,09,28,    0.00,   22.14,    3.01,   12.10
34.55531,69.20751,1989,09,29,    0.00,   23.12,    5.30,   13.80
34.55531,69.20751,1989,09,30,    0.00,   22.89,    5.30,   13.91
34.55531,69.20751,1989,10,01,    0.00,   22.88,    7.55,   14.58
34.55531,69.20751,1989,10,02,    0.00,   22.78,    6.75,   14.26
34.55531,69.20751,1989,10,03,    0.00,   23.91,    7.58,   14.51
34.55531,69.20751,1989,10,04,    0.00,   22.33,    4.66,   12.70
34.55531,69.20751,1989,10,05,    0.00,   21.80,    4.78,   12.10
34.55531,69.20751,1989,10,06,    0.00,   22.26,    3.74,   12.06
34.55531,69.20751,1989,10,07,    0.00,   23.33,    3.96,   12.54
34.55531,69.20751,1989,10,08,    0.00,   23.98,    4.41,   13.10
34.55531,69.20751,1989,10,09,    0.00,   22.61,    6.80,   12.99
34.55531,69.20751,1989,10,10,    0.00,   21.23,    3.71,   11.51
34.55531,69.20751,1989,10,11,    0.51,   18.29,    4.31,   10.04
34.55531,69.20751,1989,10,12,    2.50,   16.83,    2.04,    8.97
34.55531,69.20751,1989,10,13,    0.02,   17.42,    3.37,    9.38
34.55531,69.20751,1989,10,14,    0.02,   16.27,    0.58,    6.98
34.55531,69.20751,1989,10,15,    0.03,   15.37,   -2.12,    5.33
34.55531,69.20751,1989,10,16,    0.11,   17.76,   -1.00,    6.96
34.55531,69.20751,1989,10,17,    0.00,   20.74,   -0.21,    9.41
34.55531,69.20751,1989,10,18,    0.00,   20.80,    1.97,   10.00
34.55531,69.20751,1989,10,19,    0.00,   18.68,    2.23,    8.93
34.55531,69.20751,1989,10,20,    0.00,   22.23,    0.68,   11.29
34.55531,69.20751,1989,10,21,    0.00,   22.40,    3.16,   12.66
34.55531,69.20751,1989,10,22,    0.00,   20.53,    5.75,   11.85
34.55531,69.20751,1989,10,23,    0.00,   18.98,    4.20,   10.11
34.55531,69.20751,1989,10,24,    0.06,   15.75,    0.60,    6.95
34.55531,69.20751,1989,10,25,    0.09,   16.39,   -1.03,    7.24
34.55531,69.20751,1989,10,26,    0.00,   17.58,    3.17,    9.30
34.55531,69.20751,1989,10,27,    0.00,   12.34,   -0.62,    4.75
34.55531,69.20751,1989,10,28,    0.00,   17.97,   -0.49,    8.37
34.55531,69.20751,1989,10,29,    0.00,   17.59,    2.97,    8.51
34.55531,69.20751,1989,10,30,    0.23,   16.38,    0.00,    8.00
34.55531,69.20751,1989,10,31,    0.03,   18.13,    3.47,    9.63
34.55531,69.20751,1989,11,01,    1.35,   15.42,    2.38,    8.25
34.55531,69.20751,1989,11,02,    2.04,   14.68,   -0.59,    6.17
34.55531,69.20751,1989,11,03,    0.82,   11.76,    0.35,    4.94
34.55531,69.20751,1989,11,04,    0.15,    9.16,   -1.48,    3.02
34.55531,69.20751,1989,11,05,    0.00,   10.16,   -3.79,    1.89
34.55531,69.20751,1989,11,06,    0.00,   10.97,   -2.23,    3.29
34.55531,69.20751,1989,11,07,    0.00,   11.66,   -1.72,    4.64
34.55531,69.20751,1989,11,08,    0.08,   12.57,    0.35,    5.24
34.55531,69.20751,1989,11,09,    0.20,   12.50,   -0.12,    5.71
